uid,school_type,name,campus,headquarters,undergraduate,operator,prefecture,city,municipality_code,postal_code,address,phone_number,fax_number,kcode,department,name_hira,graduate_course,major_course,master,doctor,related_college,related_undergraduate,created_date,updated_date,salesforce_id
91,短期大学,愛知大学短期大学部,,,,私立,愛知県,豊橋市,232017,441-8522,愛知県豊橋市町畑町１－１,0532-47-4111,0532-47-4162,jcl-K21000186-00,,あいちだいがくたんきだいがくぶ,,,,,,,2021-09-17 05:24:52,2022-05-12 13:39:34,0015h00000oIUIe
92,短期大学,名古屋女子大学短期大学部,,,,私立,愛知県,名古屋市瑞穂区,231088,467-8610,愛知県名古屋市瑞穂区汐路町３－４０,052-852-1111,052-852-7470,jcl-K21003916-00,,なごやじょしだいがくたんきだいがくぶ,,,,,,,2021-09-17 05:24:52,2022-05-12 13:39:35,0015h00000oIUIf
93,短期大学,神戸教育短期大学,,,,私立,兵庫県,神戸市長田区,281107,653-0862,兵庫県神戸市長田区西山町２－３−３,078-940-1154,078-303-1561,jcl-K21001578-00,,こうべきょういくたんきだいがく,,,,,,,2021-09-17 05:24:52,2022-05-12 13:39:35,0015h00000oIUIg
94,短期大学,神戸女子短期大学,,,,私立,兵庫県,神戸市中央区,281107,650-0046,兵庫県神戸市中央区港島中町４－７－２,078-303-4700,078-303-4703,jcl-K21001958-00,,こうべじょしたんきだいがく,,,,,,,2021-09-17 05:24:52,2022-05-12 13:39:35,0015h00000oIUIh
95,短期大学,神戸常盤大学短期大学部,,,,私立,兵庫県,神戸市長田区,281069,653-0838,兵庫県神戸市長田区大谷町２－６－２,078-611-1821,078-643-4361,jcl-K21001970-00,,こうべときわだいがくたんきだいがくぶ,,,,,,,2021-09-17 05:24:52,2022-05-12 13:39:35,0015h00000oIUIi
96,短期大学,福岡こども短期大学,,,,私立,福岡県,太宰府市,402214,818-0197,福岡県太宰府市五条３－１１－２５,092-922-7231,092-928-5210,jcl-K21003617-00,,ふくおかこどもたんきだいがく,,,,,,,2021-09-17 05:24:52,2022-05-12 13:39:35,0015h00000oIUIj
97,短期大学,東筑紫短期大学,,,,私立,福岡県,北九州市小倉北区,401064,803-8511,福岡県北九州市小倉北区下到津５－１－１,093-561-2136,093-561-9728,jcl-K21003215-00,,ひがしちくしたんきだいがく,,,,,,,2021-09-17 05:24:52,2022-05-12 13:39:36,0015h00000oIUIk
98,短期大学,中村学園大学短期大学部,,,,私立,福岡県,福岡市城南区,401366,814-0198,福岡県福岡市城南区別府５－７－１,092-851-2531,092-841-7762,jcl-K21002812-00,,なかむらがくえんだいがくたんきだいがくぶ,,,,,,,2021-09-17 05:24:52,2022-05-12 13:39:36,0015h00000oIUIl
99,短期大学,折尾愛真短期大学,,,,私立,福岡県,北九州市八幡西区,401099,807-0861,福岡県北九州市八幡西区堀川町１１－１,093-602-2105,093-603-4741,jcl-K21002292-00,,おりおあいしんたんきだいがく,,,,,,,2021-09-17 05:24:52,2022-05-12 13:39:36,0015h00000oIUIm
100,短期大学,西日本短期大学,,,,私立,福岡県,福岡市中央区,401331,810-0066,福岡県福岡市中央区福浜１－３－１,092-721-1141,092-721-1536,jcl-K21002214-00,,にしにほんたんきだいがく,,,,,,,2021-09-17 05:24:52,2022-05-12 13:39:35,0015h00000oIUIn
101,短期大学,西南女学院大学短期大学部,,,,私立,福岡県,北九州市小倉北区,401064,803-0835,福岡県北九州市小倉北区井堀１－３－５,093-583-5130,093-583-5614,jcl-K21002203-00,,せいなんじょがくいんだいがくたんきだいがくぶ,,,,,,,2021-09-17 05:24:52,2022-05-12 13:39:16,0015h00000oIUJw
102,短期大学,精華女子短期大学,,,,私立,福岡県,福岡市博多区,401323,812-0886,福岡県福岡市博多区南八幡町２－１２－１,092-591-6331,092-513-5700,jcl-K21002096-00,,せいかじょしたんきだいがく,,,,,,,2021-09-17 05:24:52,2022-05-12 13:39:16,0015h00000oIUJx
103,短期大学,純真短期大学,,,,私立,福岡県,福岡市南区,401340,815-8510,福岡県福岡市南区筑紫丘１－１－１,092-541-1513,092-552-2707,jcl-K21001590-00,,じゅんしんたんきだいがく,,,,,,,2021-09-17 05:24:52,2022-05-12 13:39:16,0015h00000oIUJy
104,短期大学,香蘭女子短期大学,,,,私立,福岡県,福岡市南区,401340,811-1311,福岡県福岡市南区横手１－２－１,092-581-1538,092-581-2200,jcl-K21000980-00,,こうらんじょしたんきだいがく,,,,,,,2021-09-17 05:24:52,2022-05-12 13:39:16,0015h00000oIUJz
105,短期大学,九州大谷短期大学,,,,私立,福岡県,筑後市,402117,833-0054,福岡県筑後市蔵数４９５－１,0942-53-9900,0942-53-9901,jcl-K21000809-00,,きゅうしゅうおおたにたんきだいがく,,,,,,,2021-09-17 05:24:52,2022-05-12 13:39:16,0015h00000oIUK0
106,短期大学,九州造形短期大学,,,,私立,福岡県,福岡市東区,401315,813-8503,福岡県福岡市東区松香台２－３－１,092-673-5151,092-673-5199,jcl-K21000795-00,,きゅうしゅうぞうけいたんきだいがく,,,,,,,2021-09-17 05:24:52,2022-05-12 13:39:53,0015h00000oIUK1
107,短期大学,九州女子短期大学,,,,私立,福岡県,北九州市八幡西区,401099,807-8586,福岡県北九州市八幡西区自由ヶ丘１－１,093-693-3116,093-692-3245,jcl-K21000784-00,,きゅうしゅうじょしたんきだいがく,,,,,,,2021-09-17 05:24:52,2022-05-12 13:39:53,0015h00000oIUK2
108,短期大学,近畿大学九州短期大学,,,,私立,福岡県,飯塚市,402052,820-8513,福岡県飯塚市菰田東１－５－３０,0948-22-5726,0948-24-8591,jcl-K21000739-00,,きんきだいがくきゅうしゅうたんきだいがく,,,,,,,2021-09-17 05:24:52,2022-05-12 13:39:54,0015h00000oIUK3
109,短期大学,久留米信愛女学院短期大学,,,,私立,福岡県,久留米市,402036,839-8508,福岡県久留米市御井町２２７８－１,0942-43-4532,0942-43-2531,jcl-K21000566-00,,くるめしんあいじょがくいんたんきだいがく,,,,,,,2021-09-17 05:24:52,2022-05-12 13:39:54,0015h00000oIUK4
110,短期大学,高知学園短期大学,,,,私立,高知県,高知市,392014,780-0955,高知県高知市旭天神町２９２－２６,088-840-1121,088-840-1123,jcl-K21001039-00,,こうちがくえんたんきだいがく,,,,,,,2021-09-17 05:24:52,2022-05-12 13:39:54,0015h00000oIUK5
111,短期大学,福岡医療短期大学,,,,私立,福岡県,福岡市早良区,401374,814-0193,福岡県福岡市早良区田村２－１５－１,092-801-0411,092-801-3678,jcl-K21003628-00,,ふくおかいりょうたんきだいがく,,,,,,,2021-09-17 05:24:52,2022-05-12 13:39:54,0015h00000oIUK6
112,短期大学,福岡工業大学短期大学部,,,,私立,福岡県,福岡市東区,401315,811-0295,福岡県福岡市東区和白東３－３０－１,092-606-0710,092-606-0763,jcl-K21003639-00,,ふくおかこうぎょうだいがくたんきだいがくぶ,,,,,,,2021-09-17 05:24:52,2022-05-12 13:39:54,0015h00000oIUK7
113,短期大学,福岡女学院大学短期大学部,,,,私立,福岡県,福岡市南区,401340,811-1313,福岡県福岡市南区日佐３－４２－１,092-575-2971,092-575-4456,jcl-K21003640-00,,ふくおかじょがくいんだいがくたんきだいがくぶ,,,,,,,2021-09-17 05:24:52,2022-05-12 13:39:54,0015h00000oIUK8
114,短期大学,福岡女子短期大学,,,,私立,福岡県,太宰府市,402214,818-0193,福岡県太宰府市五条４－１６－１,092-922-4034,092-922-6453,jcl-K21003651-00,,ふくおかじょしたんきだいがく,,,,,,,2021-09-17 05:24:52,2022-05-12 13:39:54,0015h00000oIUK9
115,短期大学,第一幼児教育短期大学,,,,私立,鹿児島県,霧島市,462187,899-4395,鹿児島県霧島市国分中央１－１０－２,0995-47-2072,0995-46-7830,jcl-K21002731-00,,だいいちようじきょういくたんきだいがく,,,,,,,2021-09-17 05:24:52,2022-05-12 13:39:54,0015h00000oIUKA
116,短期大学,鹿児島女子短期大学,,,,私立,鹿児島県,鹿児島市,462012,890-8565,鹿児島県鹿児島市高麗町６－９,099-254-9191,099-254-5914,jcl-K21001497-00,,かごしまじょしたんきだいがく,,,,,,,2021-09-17 05:24:52,2022-05-12 13:39:55,0015h00000oIUKB
117,短期大学,鹿児島純心女子短期大学,,,,私立,鹿児島県,鹿児島市,462012,890-8525,鹿児島県鹿児島市唐湊４－２２－１,099-253-2677,099-254-5247,jcl-K21001486-00,,かごしまじゅんしんじょしたんきだいがく,,,,,,,2021-09-17 05:24:52,2022-05-12 13:39:55,0015h00000oIUKC
118,短期大学,南九州短期大学,,,,私立,宮崎県,宮崎市,452017,880-0032,宮崎県宮崎市霧島５－１－２,0985-83-2100,0985-83-3436,jcl-K21003330-00,,みなみきゅうしゅうたんきだいがく,,,,,,,2021-09-17 05:24:52,2022-05-12 13:39:55,0015h00000oIUKD
119,短期大学,宮崎学園短期大学,,,,私立,宮崎県,宮崎市,452017,889-1605,宮崎県宮崎市清武町加納丙１４１５,0985-85-0146,0985-85-0101,jcl-K21000577-00,,みやざきがくえんたんきだいがく,,,,,,,2021-09-17 05:24:52,2022-05-12 13:39:55,0015h00000oIUKE
120,短期大学,別府大学短期大学部,別府キャンパス,,,私立,大分県,別府市,442020,874-8501,大分県別府市北石垣８２,0977-67-0101,0977-66-9696,jcl-K21003754-00,,べっぷだいがくたんきだいがくぶ,,,,,,,2021-09-17 05:24:52,2022-05-12 13:39:55,0015h00000oIUKF
121,短期大学,別府溝部学園短期大学,,,,私立,大分県,別府市,442020,874-8567,大分県別府市亀川中央町２９－１０,0977-66-0224,0977-67-8120,jcl-K21003743-00,,べっぷみぞべがくえんたんきだいがく,,,,,,,2021-09-17 05:24:52,2022-05-12 13:39:55,0015h00000oIUKG
122,短期大学,聖カタリナ大学短期大学部,北条キャンパス,,,私立,愛媛県,松山市,382019,799-2496,愛媛県松山市北条６６０,089-993-0702,089-993-0900,jcl-K21002100-00,,せいかたりなだいがくたんきだいがくぶ,,,,,,,2021-09-17 05:24:52,2022-05-12 13:41:30,0015h00000oIUPE
123,短期大学,東九州短期大学,,,,私立,大分県,中津市,442038,871-0014,大分県中津市一ツ松２１１,0979-22-2425,0979-25-3935,jcl-K21003190-00,,ひがしきゅうしゅうたんきだいがく,,,,,,,2021-09-17 05:24:52,2022-05-12 13:39:55,0015h00000oIUKH
124,短期大学,中九州短期大学,,,,私立,熊本県,八代市,432024,866-8502,熊本県八代市平山新町４４３８,0965-34-7651,0965-34-7654,jcl-K21002797-00,,なかきゅうしゅうたんきだいがく,,,,,,,2021-09-17 05:24:52,2022-05-12 13:39:55,0015h00000oIUKI
125,短期大学,尚絅大学短期大学部,九品寺キャンパス,,,私立,熊本県,熊本市中央区,431010,862-8678,熊本県熊本市中央区九品寺２－６－７８,096-362-2011,096-363-2975,jcl-K21001659-00,,しょうけいだいがくたんきだいがくぶ,,,,,,,2021-09-17 05:24:52,2022-05-12 13:40:15,0015h00000oIUKJ
126,短期大学,長崎短期大学,,,,私立,長崎県,佐世保市,422029,858-0925,長崎県佐世保市椎木町６００,0956-47-5566,0956-47-5596,jcl-K21002889-00,,ながさきたんきだいがく,,,,,,,2021-09-17 05:24:52,2022-05-12 13:40:15,0015h00000oIUKK
127,短期大学,長崎女子短期大学,,,,私立,長崎県,長崎市,422011,850-8512,長崎県長崎市弥生町１９－１,095-826-5344,095-826-4772,jcl-K21002878-00,,ながさきじょしたんきだいがく,,,,,,,2021-09-17 05:24:52,2022-05-12 13:40:15,0015h00000oIUKL
128,短期大学,西九州大学短期大学部,佐賀キャンパス,,,私立,佐賀県,佐賀市,412015,840-0806,佐賀県佐賀市神園３－１８－１５,0952-31-3001,0952-31-3003,jcl-K21001109-00,,にしきゅうしゅうたんきだいがくぶ,,,,,,,2021-09-17 05:24:52,2022-05-12 13:40:15,0015h00000oIUKM
129,短期大学,佐賀女子短期大学,,,,私立,佐賀県,佐賀市,412015,840-8550,佐賀県佐賀市本庄町大字本庄１３１３,0952-23-5145,0952-23-2724,jcl-K21001095-00,,さがじょしたんきだいがく,,,,,,,2021-09-17 05:24:52,2022-05-12 13:40:15,0015h00000oIUKN
130,短期大学,九州龍谷短期大学,,,,私立,佐賀県,鳥栖市,412031,841-0072,佐賀県鳥栖市村田町岩井手１３５０,0942-85-1121,0942-82-8411,jcl-K21000810-00,,きゅうしゅうりゅうこくたんきだいがく,,,,,,,2021-09-17 05:24:52,2022-05-12 13:40:16,0015h00000oIUKO
131,短期大学,大分短期大学,,,,私立,大分県,大分市,442011,870-8658,大分県大分市千代町３－３－８,097-535-0201,097-540-6509,jcl-K21002720-00,,おおいたたんきだいがく,,,,,,,2021-09-17 05:24:52,2022-05-12 13:40:16,0015h00000oIUKP
132,短期大学,岐阜保健短期大学,,,,私立,岐阜県,岐阜市,212016,500-8281,岐阜県岐阜市東鶉２－９２,058-274-5001,058-274-5260,jcl-K21000555-00,,ぎふほけんたんきだいがく,,,,,,,2021-09-17 05:24:52,2022-05-12 13:40:16,0015h00000oIUKQ
133,短期大学,松山東雲短期大学,,,,私立,愛媛県,松山市,382019,790-8531,愛媛県松山市桑原３－２－１,089-931-6211,089-933-5559,jcl-K21001718-00,,まつやましののめたんきだいがく,,,,,,,2021-09-17 05:24:52,2022-05-12 13:41:30,0015h00000oIUQW
134,短期大学,今治明徳短期大学,,,,私立,愛媛県,今治市,382027,794-0073,愛媛県今治市矢田甲６８８,0898-22-7279,0898-22-7857,jcl-K21001084-00,,いまばりめいとくたんきだいがく,,,,,,,2021-09-17 05:24:52,2022-05-12 13:41:30,0015h00000oIUQX
135,短期大学,作陽音楽短期大学,,,,私立,岡山県,倉敷市,332020,710-0292,岡山県倉敷市玉島長尾３５１５,086-523-0888,086-523-0811,jcl-K21001187-00,,さくようおんがくたんきだいがく,,,,,,,2021-09-17 05:24:52,2022-05-12 13:40:16,0015h00000oIUKR
136,短期大学,岡山短期大学,,,,私立,岡山県,倉敷市,332020,710-8511,岡山県倉敷市有城７８７,086-428-2651,086-429-0323,jcl-K21000382-00,,おかやまたんきだいがく,,,,,,,2021-09-17 05:24:52,2022-05-12 13:40:16,0015h00000oIUKS
137,短期大学,鳥取短期大学,,,,私立,鳥取県,倉吉市,312037,682-8555,鳥取県倉吉市福庭８５４,0858-26-1811,0858-26-1813,jcl-K21002926-00,,とっとりたんきだいがく,,,,,,,2021-09-17 05:24:52,2022-05-12 13:40:16,0015h00000oIUKT
138,短期大学,和歌山信愛女子短期大学,,,,私立,和歌山県,和歌山市,302015,640-0341,和歌山県和歌山市相坂７０２－２,073-479-3330,073-479-3321,jcl-K21004065-00,,わかやましんあいじょしたんきだいがく,,,,,,,2021-09-17 05:24:52,2022-05-12 13:40:33,0015h00000oIUKU
139,短期大学,白鳳短期大学,,,,私立,奈良県,王寺町,294250,636-0011,奈良県北葛城郡王寺町葛下１－７－１７,0745-32-7890,0745-32-7870,jcl-K21003466-00,,はくほうたんきだいがく,,,,,,,2021-09-17 05:24:52,2022-05-12 13:40:33,0015h00000oIUKV
140,短期大学,奈良佐保短期大学,,,,私立,奈良県,奈良市,292010,630-8556,奈良県奈良市鹿野園町８０６,0742-61-3858,0742-61-8054,jcl-K21003318-00,,ならさほたんきだいがく,,,,,,,2021-09-17 05:24:52,2022-05-12 13:40:33,0015h00000oIUKW
141,短期大学,奈良芸術短期大学,,,,私立,奈良県,橿原市,292052,634-0063,奈良県橿原市久米町２２２,0744-27-0625,0744-27-0433,jcl-K21003307-00,,ならげいじゅつたんきだいがく,,,,,,,2021-09-17 05:24:52,2022-05-12 13:40:33,0015h00000oIUKX
142,短期大学,頌栄短期大学,,,,私立,兵庫県,神戸市東灘区,281018,658-0065,兵庫県神戸市東灘区御影山手１－１８－１,078-842-2541,078-851-2154,jcl-K21004102-00,,しょうえいたんきだいがく,,,,,,,2021-09-17 05:24:52,2022-05-12 13:40:34,0015h00000oIUKY
143,短期大学,湊川短期大学,,,,私立,兵庫県,三田市,282197,669-1342,兵庫県三田市四ツ辻１４３０,079-568-1858,079-568-1568,jcl-K21003868-00,,みなとがわたんきだいがく,,,,,,,2021-09-17 05:24:52,2022-05-12 13:40:34,0015h00000oIUKZ
144,短期大学,兵庫大学短期大学部,,,,私立,兵庫県,加古川市,282103,675-0195,兵庫県加古川市平岡町新在家２３０１,079-427-5111,079-427-5112,jcl-K21003721-00,,ひょうごだいがくたんきだいがくぶ,,,,,,,2021-09-17 05:24:52,2022-05-12 13:40:34,0015h00000oIUKa
145,短期大学,武庫川女子大学短期大学部,,,,私立,兵庫県,西宮市,282049,663-8558,兵庫県西宮市池開町６－４６,0798-47-1212,0798-45-3563,jcl-K21003581-00,,むこがわじょしだいがくたんきだいがくぶ,,,,,,,2021-09-17 05:24:52,2022-05-12 13:40:34,0015h00000oIUKb
146,短期大学,姫路日ノ本短期大学,,,,私立,兵庫県,姫路市,282014,679-2151,兵庫県姫路市香寺町香呂８９０,079-232-4140,079-232-8309,jcl-K21003525-00,,ひめじひのもとたんきだいがく,,,,,,,2021-09-17 05:24:52,2022-05-12 13:40:34,0015h00000oIUKc
147,短期大学,東洋食品工業短期大学,,,,私立,兵庫県,川西市,282171,666-0026,兵庫県川西市南花屋敷４－２３－２,072-759-4221,072-758-6959,jcl-K21003259-00,,とうようしょくひんこうぎょうたんきだいがく,,,,,,,2021-09-17 05:24:52,2022-05-12 13:40:34,0015h00000oIUKd
148,短期大学,大手前短期大学,,,,私立,兵庫県,伊丹市,282073,664-0861,兵庫県伊丹市稲野町２－２－２,072-770-6334,072-770-6916,jcl-K21002694-00,,おおてまえたんきだいがく,,,,,,,2021-09-17 05:24:52,2022-05-12 13:40:34,0015h00000oIUKe
149,短期大学,聖和短期大学,,,,私立,兵庫県,西宮市,282049,662-0827,兵庫県西宮市岡田山７－５４,0798-54-6504,0798-54-6514,jcl-K21002199-00,,せいわたんきだいがく,,,,,,,2021-09-17 05:24:52,2022-05-12 13:40:34,0015h00000oIUKf
150,短期大学,山陽学園短期大学,,,,私立,岡山県,岡山市中区,331023,703-8501,岡山県岡山市中区平井１－１４－１,086-272-6254,086-273-3226,jcl-K21001327-00,,さんようがくえんたんきだいがく,,,,,,,2021-09-17 05:24:52,2022-05-12 13:40:34,0015h00000oIUKg
151,短期大学,就実短期大学,,,,私立,岡山県,岡山市中区,331023,703-8516,岡山県岡山市中区西川原１－６－１,086-271-8111,086-271-8222,jcl-K21001512-00,,しゅうじつたんきだいがく,,,,,,,2021-09-17 05:24:52,2022-05-12 13:40:35,0015h00000oIUKh
